ID,Call Failure,Complains,Subscription  Length,Charge Amount,Seconds of Use,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
362,6,no,38,0,5918,95,7,12,3,pre-paid,active,30,268.52,yes
363,9,yes,38,0,2238,54,8,17,3,pre-paid,not-active,30,123.68,yes
364,25,no,38,3,15140,225,54,32,3,pre-paid,active,30,830.6,yes
365,4,no,38,1,3095,27,483,8,3,pre-paid,active,30,2056.88,yes
366,9,no,37,0,15485,182,150,30,2,pre-paid,active,25,1380.015,yes
367,3,no,37,1,6500,86,186,26,3,pre-paid,active,30,1007.44,yes
368,0,no,37,0,875,14,0,11,2,pre-paid,not-active,25,40.005,yes
369,2,no,38,0,710,14,13,8,3,pre-paid,not-active,30,80.96,yes
370,0,no,37,0,0,0,0,0,2,pre-paid,not-active,25,0,no
371,3,no,37,0,7508,127,384,43,2,pre-paid,active,25,2071.575,yes
372,7,no,37,1,11465,154,11,47,4,pre-paid,active,45,317.975,yes
373,8,no,37,1,6718,75,108,37,2,pre-paid,active,25,791.685,yes
374,23,no,33,0,955,47,16,17,2,pre-paid,not-active,25,117.09,no
375,21,yes,36,8,10435,93,1,42,5,pre-paid,active,55,159.42,yes
376,13,no,36,1,5818,98,26,24,2,pre-paid,active,25,383.22,no
377,1,no,34,0,2840,22,0,14,3,pre-paid,active,30,114.48,yes
378,9,yes,35,0,2990,41,9,16,3,pre-paid,not-active,30,157.24,no
379,9,no,36,0,2268,44,34,31,3,pre-paid,not-active,30,228.48,no
380,0,no,36,0,133,2,0,2,3,pre-paid,not-active,30,5.4,no
381,1,no,36,0,1668,25,0,6,3,pre-paid,active,30,67.72,yes
382,3,no,33,1,6785,97,14,22,5,pre-paid,active,55,124.23,yes
383,0,no,36,0,628,7,9,4,4,pre-paid,not-active,45,38.375,no
384,0,no,36,1,338,4,4,2,5,pre-paid,active,55,11.13,yes
385,25,no,31,3,16075,238,0,80,2,pre-paid,active,25,734.085,yes
386,6,no,34,3,6965,116,271,33,2,post-paid,active,25,1538.145,yes
387,2,no,36,0,3718,82,2,28,2,pre-paid,active,25,180,yes
388,3,no,35,0,1665,44,38,20,3,pre-paid,not-active,30,220.36,yes
389,6,no,36,0,2780,53,175,23,2,pre-paid,active,25,914.985,yes
390,4,yes,27,1,1315,36,193,11,2,post-paid,active,25,929.295,no
391,4,no,26,0,1568,39,30,68,4,pre-paid,active,45,115.175,yes
392,11,no,27,0,700,25,10,7,2,pre-paid,not-active,25,77.625,yes
393,0,no,26,0,825,10,21,3,4,pre-paid,not-active,45,73.375,yes
394,10,no,25,0,1225,32,19,13,2,pre-paid,active,25,142.065,yes
395,2,no,25,0,3225,61,8,23,3,pre-paid,active,30,163.44,yes
396,2,no,18,0,1695,26,28,14,2,pre-paid,active,25,203.445,yes
397,16,no,17,1,6392,141,85,42,2,post-paid,active,25,676.485,yes
398,12,no,15,0,8932,171,73,40,4,pre-paid,active,45,410.075,yes
399,8,no,16,3,2852,45,31,19,3,pre-paid,active,30,239.88,yes
400,2,no,9,1,4390,40,215,10,3,pre-paid,active,30,1037.2,yes
401,3,no,9,1,1487,19,0,7,3,pre-paid,active,30,60.24,no
402,8,no,38,0,4370,71,5,17,3,pre-paid,active,30,197.64,yes
403,0,no,39,0,318,5,7,4,2,pre-paid,not-active,25,46.035,yes
404,10,no,37,0,2453,60,359,24,3,pre-paid,active,30,1536.52,yes
405,10,no,38,0,4198,66,1,35,1,pre-paid,active,15,240.02,yes
406,3,no,38,0,2393,58,2,33,1,pre-paid,active,15,145.805,yes
407,11,no,38,1,3775,82,32,28,3,pre-paid,active,30,282.28,yes
408,4,no,38,0,2360,39,285,18,3,pre-paid,active,30,1235.96,yes
409,13,no,37,2,9115,121,144,43,3,pre-paid,active,30,945.44,yes
410,7,no,38,0,13773,169,0,44,3,pre-paid,active,30,557.68,yes
411,7,no,38,1,4515,83,2,25,3,pre-paid,active,30,191.92,yes
412,6,no,38,0,5918,95,7,12,3,pre-paid,active,30,268.52,yes
413,9,yes,38,0,2238,54,8,17,3,pre-paid,not-active,30,123.68,yes
414,25,no,38,3,15140,225,54,32,3,pre-paid,active,30,830.6,yes
415,4,no,38,1,3095,27,483,8,3,pre-paid,active,30,2056.88,yes
416,9,no,37,0,15485,182,150,30,2,pre-paid,active,25,1380.015,yes
417,3,no,37,1,6500,86,186,26,3,pre-paid,active,30,1007.44,yes
418,0,no,37,0,875,14,0,11,2,pre-paid,not-active,25,40.005,yes
419,2,no,38,0,710,14,13,8,3,pre-paid,not-active,30,80.96,yes
420,0,no,37,0,0,0,0,0,2,pre-paid,not-active,25,0,no
421,3,no,37,0,7508,127,384,43,2,pre-paid,active,25,2071.575,yes
422,7,no,37,1,11465,154,11,47,4,pre-paid,active,45,317.975,yes
423,8,no,37,1,6718,75,108,37,2,pre-paid,active,25,791.685,yes
424,23,yes,33,0,955,47,16,17,2,pre-paid,not-active,25,117.09,no
425,21,no,36,8,10435,93,1,42,5,pre-paid,active,55,159.42,yes
426,13,yes,36,1,5818,98,26,24,2,pre-paid,active,25,383.22,no
427,1,no,34,0,2840,22,0,14,3,pre-paid,active,30,114.48,yes
428,9,no,35,0,2990,41,9,16,3,pre-paid,not-active,30,157.24,no
429,9,no,36,0,2268,44,34,31,3,pre-paid,not-active,30,228.48,no
430,0,no,36,0,133,2,0,2,3,pre-paid,not-active,30,5.4,no
431,1,no,36,0,1668,25,0,6,3,pre-paid,active,30,67.72,yes
432,3,no,33,1,6785,97,14,22,5,pre-paid,active,55,124.23,yes
433,0,no,36,0,628,7,9,4,4,pre-paid,not-active,45,38.375,no
434,0,no,36,1,338,4,4,2,5,pre-paid,active,55,11.13,yes
435,25,yes,31,3,16075,238,0,80,2,pre-paid,active,25,734.085,yes
436,6,no,34,3,6965,116,271,33,2,post-paid,active,25,1538.145,yes
437,2,no,36,0,3718,82,2,28,2,pre-paid,active,25,180,yes
438,3,no,35,0,1665,44,38,20,3,pre-paid,not-active,30,220.36,yes
439,6,no,36,0,2780,53,175,23,2,pre-paid,active,25,914.985,yes
440,4,no,27,1,1315,36,193,11,2,post-paid,active,25,929.295,yes
441,4,no,26,0,1568,39,30,68,4,pre-paid,active,45,115.175,yes
442,11,no,27,0,700,25,10,7,2,pre-paid,not-active,25,77.625,yes
443,0,no,26,0,825,10,21,3,4,pre-paid,not-active,45,73.375,yes
444,10,no,25,0,1225,32,19,13,2,pre-paid,active,25,142.065,yes
445,2,no,25,0,3225,61,8,23,3,pre-paid,active,30,163.44,yes
446,2,no,18,0,1695,26,28,14,2,pre-paid,active,25,203.445,yes
447,16,no,17,1,6392,141,85,42,2,post-paid,active,25,676.485,yes
448,12,no,15,0,8932,171,73,40,4,pre-paid,active,45,410.075,yes
449,8,no,16,3,2852,45,31,19,3,pre-paid,active,30,239.88,yes
450,2,no,9,1,4390,40,215,10,3,pre-paid,active,30,1037.2,yes
451,3,yes,9,1,1487,19,0,7,3,pre-paid,active,30,60.24,no
452,3,no,36,0,4065,65,0,15,2,pre-paid,active,25,185.85,yes
453,0,no,37,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
454,5,no,35,0,2148,54,352,22,2,pre-paid,active,25,1683.09,yes
455,5,no,36,0,3893,60,0,33,1,pre-paid,active,15,217.415,yes
456,0,no,36,0,2088,52,0,31,1,pre-paid,active,15,117.7,yes
457,6,no,36,0,3470,76,25,26,2,pre-paid,active,25,272.07,yes
458,0,no,36,0,2055,33,278,16,3,pre-paid,active,30,1195.52,yes
459,8,no,35,1,8810,115,137,41,3,pre-paid,active,30,905,yes
460,2,no,36,0,13468,163,0,42,3,pre-paid,active,30,545.24,yes
461,2,no,36,0,4210,77,0,23,3,pre-paid,active,30,171.48,yes
462,1,no,36,0,5613,89,0,10,2,pre-paid,active,25,256.59,yes
463,4,no,36,0,1933,48,1,15,3,pre-paid,not-active,30,83.24,yes
464,20,no,36,2,14835,219,47,30,3,pre-paid,active,30,790.16,yes
465,0,no,36,0,2790,21,476,6,3,pre-paid,active,30,2016.44,yes
466,4,no,35,0,15180,176,143,28,2,pre-paid,active,25,1334.52,yes
467,0,no,35,0,6195,80,179,24,3,pre-paid,active,30,967,yes
468,0,no,35,0,570,8,0,9,2,pre-paid,not-active,25,26.01,yes
469,0,no,36,0,405,8,6,6,2,pre-paid,not-active,25,45.585,yes
470,0,no,35,0,0,0,0,0,2,pre-paid,not-active,25,0,no
471,0,no,35,0,7203,121,377,41,2,pre-paid,active,25,2026.08,yes
472,2,no,35,0,11160,148,4,45,3,pre-paid,active,30,468.32,yes
473,3,no,35,0,6413,69,101,35,2,pre-paid,active,25,746.19,yes
474,18,no,31,0,650,41,9,15,2,pre-paid,not-active,25,71.595,no
475,16,no,34,7,10130,87,0,40,4,pre-paid,active,45,255.425,yes
476,8,yes,34,0,5513,92,19,22,2,pre-paid,active,25,337.725,no
477,0,no,32,0,2535,16,0,12,3,pre-paid,active,30,102.04,yes
478,4,no,33,0,2685,35,2,14,2,pre-paid,not-active,25,131.4,no
479,4,no,34,0,1963,38,27,29,3,pre-paid,not-active,30,188.04,no
480,0,yes,34,0,0,0,0,0,3,pre-paid,not-active,30,0,no
481,0,no,34,0,1363,19,0,4,3,pre-paid,active,30,55.28,yes
482,0,no,31,0,6480,91,7,20,4,pre-paid,active,45,181.775,yes
483,0,no,34,0,323,1,2,2,4,pre-paid,not-active,45,13.1,no
484,0,no,34,0,0,0,0,0,5,pre-paid,active,55,0,yes
485,20,no,29,2,15770,232,0,78,2,pre-paid,active,25,720.09,yes
486,1,no,32,2,6660,110,264,31,2,post-paid,active,25,1492.65,yes
487,0,no,34,0,3413,76,0,26,2,pre-paid,active,25,157.005,yes
488,0,no,33,0,1360,38,31,18,3,pre-paid,not-active,30,179.92,yes
489,1,no,34,0,2475,47,168,21,2,pre-paid,active,25,869.49,yes
490,0,yes,25,0,1010,30,186,9,2,post-paid,active,25,883.8,no
491,0,no,24,0,1263,33,23,66,4,pre-paid,active,45,89.9,yes
492,6,no,25,0,395,19,3,5,2,pre-paid,not-active,25,32.13,yes
493,0,no,24,0,520,4,14,1,4,pre-paid,not-active,45,48.1,yes
494,5,no,23,0,920,26,12,11,2,pre-paid,active,25,96.57,yes
495,0,no,23,0,2920,55,1,21,3,pre-paid,active,30,123,yes
496,0,no,16,0,1390,20,21,12,2,pre-paid,active,25,157.95,yes
497,11,no,15,0,6088,135,78,40,1,post-paid,active,15,771.265,yes
498,7,no,13,0,8628,165,66,38,4,pre-paid,active,45,384.825,yes
499,3,no,14,2,2548,39,24,17,3,pre-paid,active,30,199.48,yes
500,0,no,7,0,4085,34,208,8,3,pre-paid,active,30,996.76,yes
501,0,yes,7,0,1183,13,0,5,2,pre-paid,not-active,25,53.82,no
502,6,no,38,0,4125,68,3,17,2,pre-paid,active,25,202.185,yes
503,0,no,39,0,73,2,5,4,2,pre-paid,active,25,25.875,yes
504,8,no,37,0,2208,57,357,24,2,pre-paid,active,25,1708.425,yes
505,8,no,38,0,3953,63,0,35,1,pre-paid,active,15,220.88,yes
506,1,no,38,0,2148,55,0,33,1,pre-paid,active,15,121.165,yes
507,9,no,38,1,3530,79,30,28,3,pre-paid,active,30,264.36,yes
508,2,no,38,0,2115,36,283,18,3,pre-paid,active,30,1218.04,yes
509,11,no,37,2,8870,118,142,43,3,pre-paid,active,30,927.52,yes
510,5,no,38,0,13528,166,0,44,3,pre-paid,active,30,547.76,yes
511,5,no,38,1,4270,80,0,25,3,pre-paid,active,30,174,yes
512,4,no,38,0,5673,92,5,12,2,pre-paid,active,25,281.925,yes
513,7,no,38,0,1993,51,6,17,3,pre-paid,active,30,105.76,yes
514,23,no,38,3,14895,222,52,32,3,pre-paid,active,30,812.68,yes
515,2,no,38,1,2850,24,481,8,3,pre-paid,active,30,2038.96,yes
516,7,no,37,0,15240,179,148,30,2,pre-paid,active,25,1359.855,yes
517,1,no,37,1,6255,83,184,26,3,pre-paid,active,30,989.52,yes
518,0,no,37,0,630,11,0,11,2,pre-paid,active,25,28.845,yes
519,0,no,38,0,465,11,11,8,2,pre-paid,active,25,70.92,yes
520,0,no,37,0,0,0,0,0,2,pre-paid,active,25,0,no
521,1,no,37,0,7263,124,382,43,2,pre-paid,active,25,2051.415,yes
522,5,no,37,1,11220,151,9,47,3,pre-paid,active,30,490.84,yes
523,6,no,37,1,6473,72,106,37,2,pre-paid,active,25,771.525,yes
524,21,yes,33,0,710,44,14,17,2,pre-paid,active,25,96.93,no
525,19,no,36,8,10190,90,0,42,4,pre-paid,active,45,257,yes
526,11,yes,36,1,5573,95,24,24,2,pre-paid,active,25,363.06,no
527,0,no,34,0,2595,19,0,14,3,pre-paid,active,30,104.56,yes
528,7,no,35,0,2745,38,7,16,3,pre-paid,active,30,139.32,no
529,7,yes,36,0,2023,41,32,31,3,pre-paid,active,30,210.56,no
530,0,no,36,0,0,0,0,0,3,pre-paid,active,30,0,no
531,0,no,36,0,1423,22,0,6,3,pre-paid,active,30,57.8,yes
532,1,no,33,1,6540,94,12,22,4,pre-paid,active,45,195.85,yes
533,0,no,36,0,383,4,7,4,4,pre-paid,active,45,27.175,no
534,0,no,36,1,93,1,2,2,5,pre-paid,active,55,4.41,yes
535,23,no,31,3,15830,235,0,80,2,pre-paid,active,25,722.925,yes
536,4,no,34,3,6720,113,269,33,2,post-paid,active,25,1517.985,yes
537,0,no,36,0,3473,79,0,28,2,pre-paid,active,25,159.84,yes
538,1,no,35,0,1420,41,36,20,3,pre-paid,active,30,202.44,yes
539,4,no,36,0,2535,50,173,23,2,pre-paid,active,25,894.825,yes
540,2,yes,27,1,1070,33,191,11,2,post-paid,active,25,909.135,yes
541,2,no,26,0,1323,36,28,68,4,pre-paid,active,45,103.975,yes
542,9,no,27,0,455,22,8,7,2,pre-paid,active,25,57.465,yes
543,0,no,26,0,580,7,19,3,4,pre-paid,active,45,62.175,yes
544,8,no,25,0,980,29,17,13,2,pre-paid,active,25,121.905,yes
545,0,no,25,0,2980,58,6,23,3,pre-paid,active,30,145.52,yes
546,0,no,18,0,1450,23,26,14,2,pre-paid,active,25,183.285,yes
547,14,yes,17,1,6148,138,83,42,1,post-paid,active,15,802.23,yes
548,10,no,15,0,8688,168,71,40,4,pre-paid,active,45,398.9,yes
549,6,no,16,3,2608,42,29,19,3,pre-paid,active,30,222,yes
550,0,no,9,1,4145,37,213,10,3,pre-paid,active,30,1019.28,yes
551,1,yes,9,1,1243,16,0,7,3,pre-paid,active,30,50.36,no
552,0,no,34,0,4005,62,0,13,2,pre-paid,active,25,183.015,yes
553,0,no,35,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
554,2,no,33,0,2088,51,347,20,2,pre-paid,active,25,1657.755,yes
555,2,no,34,0,3833,57,0,31,2,pre-paid,active,25,175.05,yes
556,0,no,34,0,2028,49,0,29,1,pre-paid,active,15,114.235,yes
557,3,no,34,0,3410,73,20,24,2,pre-paid,active,25,246.735,yes
558,0,no,34,0,1995,30,273,14,3,pre-paid,active,30,1173,yes
559,5,no,33,0,8750,112,132,39,3,pre-paid,active,30,882.48,yes
560,0,no,34,0,13408,160,0,40,3,pre-paid,active,30,542.72,yes
561,0,no,34,0,4150,74,0,21,3,pre-paid,active,30,168.96,yes
562,0,no,34,0,5553,86,0,8,2,pre-paid,active,25,253.755,yes
563,1,no,34,0,1873,45,0,13,3,pre-paid,not-active,30,76.72,yes
564,17,no,34,1,14775,216,42,28,2,pre-paid,active,25,863.595,yes
565,0,no,34,0,2730,18,471,4,3,pre-paid,active,30,1993.92,yes
566,1,no,33,0,15120,173,138,26,2,pre-paid,active,25,1309.185,yes
567,0,no,33,0,6135,77,174,22,3,pre-paid,active,30,944.48,yes
568,0,no,33,0,510,5,0,7,2,pre-paid,not-active,25,23.175,yes
569,0,no,34,0,345,5,1,4,2,pre-paid,not-active,25,20.25,yes
570,0,no,33,0,0,0,0,0,2,pre-paid,not-active,25,0,no
571,0,no,33,0,7143,118,372,39,2,pre-paid,active,25,2000.745,yes
572,0,no,33,0,11100,145,0,43,3,pre-paid,active,30,449.8,yes
573,0,no,33,0,6353,66,96,33,2,pre-paid,active,25,720.855,yes
574,15,no,29,0,590,38,4,13,2,pre-paid,not-active,25,46.26,no
575,13,no,32,6,10070,84,0,38,4,pre-paid,active,45,253.85,yes
576,5,yes,32,0,5453,89,14,20,2,pre-paid,active,25,312.39,no
577,0,no,30,0,2475,13,0,10,3,pre-paid,active,30,99.52,yes
578,1,yes,31,0,2625,32,0,12,2,pre-paid,not-active,25,119.565,no
579,1,no,32,0,1903,35,22,27,3,pre-paid,not-active,30,165.52,no
580,0,yes,32,0,0,0,0,0,2,pre-paid,not-active,25,0,no
581,0,no,32,0,1303,16,0,2,3,pre-paid,active,30,52.76,yes
582,0,no,29,0,6420,88,2,18,4,pre-paid,active,45,167.7,yes
583,0,no,32,0,263,1,0,1,3,pre-paid,not-active,30,10.56,no
584,0,no,32,0,0,0,0,0,4,pre-paid,active,45,0,yes
585,17,no,27,1,15710,229,0,76,2,pre-paid,active,25,717.255,yes
586,0,no,30,1,6600,107,259,29,2,post-paid,active,25,1467.315,yes
587,0,no,32,0,3353,73,0,24,2,pre-paid,active,25,154.17,yes
588,0,no,31,0,1300,35,26,16,3,pre-paid,not-active,30,157.4,yes
589,0,no,32,0,2415,44,163,19,2,pre-paid,active,25,844.155,yes
590,0,no,23,0,950,27,181,7,2,post-paid,active,25,858.465,yes
591,0,no,22,0,1203,30,18,64,4,pre-paid,active,45,75.825,yes
592,3,no,23,0,335,16,0,3,2,pre-paid,not-active,25,15.795,yes
593,0,no,22,0,0,0,9,0,4,pre-paid,not-active,45,22.5,yes
594,2,no,21,0,860,23,7,9,2,pre-paid,active,25,71.235,yes
595,0,no,21,0,2860,52,0,19,3,pre-paid,active,30,116.48,yes
596,0,no,14,0,1330,17,16,10,2,pre-paid,active,25,132.615,yes
597,8,no,13,0,6028,132,73,38,1,post-paid,active,15,740.3,yes
598,4,no,11,0,8568,162,61,36,4,pre-paid,active,45,370.75,yes
599,0,no,12,1,2488,36,19,15,3,pre-paid,active,30,176.96,yes
600,0,no,7,0,992,12,0,2,2,pre-paid,active,25,45.18,no
601,1,no,31,0,4065,59,0,14,2,pre-paid,active,25,185.58,yes
602,0,no,32,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
603,3,no,30,0,2148,48,344,21,2,pre-paid,active,25,1646.82,yes
604,3,no,31,0,3893,54,0,32,1,pre-paid,active,15,217.085,yes
605,0,no,31,0,2088,46,0,30,1,pre-paid,active,15,117.37,yes
606,4,no,31,0,3470,70,17,25,2,pre-paid,active,25,235.8,yes
607,0,no,31,0,2055,27,270,15,3,pre-paid,active,30,1163.28,yes
608,6,no,30,0,8810,109,129,40,3,pre-paid,active,30,872.76,yes
609,0,no,31,0,13468,157,0,41,3,pre-paid,active,30,545,yes
610,0,no,31,0,4210,71,0,22,3,pre-paid,active,30,171.24,yes
611,0,no,31,0,5613,83,0,9,2,pre-paid,active,25,256.32,yes
612,2,no,31,0,1933,42,0,14,3,pre-paid,not-active,30,79,yes
613,18,no,31,1,14835,213,39,29,2,pre-paid,active,25,852.66,yes
614,0,no,31,0,2790,15,468,5,3,pre-paid,active,30,1984.2,yes
615,2,no,30,0,15180,170,135,27,2,pre-paid,active,25,1298.25,yes
616,0,no,30,0,6195,74,171,23,3,pre-paid,active,30,934.76,yes
617,0,no,30,0,570,2,0,8,2,pre-paid,not-active,25,25.74,yes
618,0,no,31,0,405,2,0,5,2,pre-paid,not-active,25,18.315,yes
619,0,no,30,0,0,0,0,0,2,pre-paid,not-active,25,0,no
620,0,no,30,0,7203,115,369,40,2,pre-paid,active,25,1989.81,yes
621,0,no,30,0,11160,142,0,44,3,pre-paid,active,30,452.08,yes
622,1,no,30,0,6413,63,93,34,2,pre-paid,active,25,709.92,yes
623,16,no,26,0,650,35,1,14,2,pre-paid,not-active,25,35.325,no
624,14,no,29,6,10130,81,0,39,4,pre-paid,active,45,255.275,yes
625,6,no,29,0,5513,86,11,21,2,pre-paid,active,25,301.455,no
626,0,no,27,0,2535,10,0,11,3,pre-paid,active,30,101.8,yes
627,2,no,28,0,2685,29,0,13,2,pre-paid,not-active,25,122.13,no
628,2,no,29,0,1963,32,19,28,3,pre-paid,not-active,30,155.8,no
629,0,no,29,0,0,0,0,0,2,pre-paid,not-active,25,0,no
630,0,no,29,0,1363,13,0,3,3,pre-paid,active,30,55.04,yes
631,0,no,26,0,6480,85,0,19,4,pre-paid,active,45,164.125,yes
632,0,no,29,0,0,0,0,0,3,pre-paid,not-active,30,0,no
633,0,no,29,0,0,0,0,0,4,pre-paid,active,45,0,yes
634,18,no,24,1,15770,226,0,77,2,pre-paid,active,25,719.82,yes
635,0,no,27,1,6660,104,256,30,2,post-paid,active,25,1456.38,yes
636,0,no,29,0,3413,70,0,25,2,pre-paid,active,25,156.735,yes
637,0,no,28,0,1360,32,23,17,3,pre-paid,not-active,30,147.68,yes
638,0,no,29,0,2475,41,160,20,2,pre-paid,active,25,833.22,yes
639,0,no,20,0,1010,24,178,8,2,post-paid,active,25,847.53,yes
640,0,no,19,0,1263,27,15,65,4,pre-paid,active,45,69.75,yes
641,4,no,20,0,395,13,0,4,2,pre-paid,not-active,25,18.36,yes
642,0,no,19,0,520,4,6,2,4,pre-paid,not-active,45,28.1,yes
643,3,no,18,0,920,20,4,10,1,pre-paid,active,15,73.7,yes
644,0,no,18,0,2920,49,0,20,3,pre-paid,active,30,118.76,yes
645,0,no,11,0,1390,14,13,11,2,pre-paid,active,25,121.68,yes
646,9,no,10,0,6087,129,70,39,1,post-paid,active,15,726.88,yes
647,5,no,8,0,8627,159,58,37,4,pre-paid,active,45,364.65,yes
648,1,no,9,1,2547,33,16,16,3,pre-paid,active,30,167.2,yes
649,0,no,3,0,4085,28,200,7,2,pre-paid,active,25,1085.085,yes
650,0,no,3,0,1182,7,0,4,2,pre-paid,active,25,53.505,no
651,5,no,41,0,4065,71,6,16,3,pre-paid,active,30,189.44,yes
652,0,no,42,0,13,5,8,3,3,pre-paid,not-active,30,32.72,yes
653,7,no,40,0,2148,60,360,23,3,pre-paid,active,30,1528.32,yes
654,7,no,41,0,3893,66,2,34,1,pre-paid,active,15,228.745,yes
655,0,no,41,0,2088,58,3,32,2,pre-paid,active,25,110.07,yes
656,8,no,41,1,3470,82,33,27,3,pre-paid,active,30,274.08,yes
657,1,no,41,0,2055,39,286,17,3,pre-paid,active,30,1227.76,yes
658,10,no,40,2,8810,121,145,42,3,pre-paid,active,30,937.24,yes
659,4,no,41,0,13468,169,1,43,3,pre-paid,active,30,549.48,yes
660,4,no,41,1,4210,83,3,24,3,pre-paid,active,30,183.72,yes
661,3,no,41,0,5613,95,8,11,3,pre-paid,active,30,260.32,yes
662,6,no,41,0,1933,54,9,16,3,pre-paid,not-active,30,115.48,yes
663,22,no,41,3,14835,225,55,31,3,pre-paid,active,30,822.4,yes
664,1,no,41,1,2790,27,484,7,3,pre-paid,active,30,2048.68,yes
665,6,no,40,0,15180,182,151,29,2,pre-paid,active,25,1370.79,yes
666,0,no,40,1,6195,86,187,25,3,pre-paid,active,30,999.24,yes
667,0,no,40,0,570,14,1,10,2,pre-paid,not-active,25,30.78,yes
668,0,no,41,0,405,14,14,7,3,pre-paid,not-active,30,72.76,yes
669,0,no,40,0,0,0,1,0,2,pre-paid,not-active,25,4.5,no
670,0,no,40,0,7203,127,385,42,3,pre-paid,active,30,1833.2,yes
671,4,no,40,1,11160,154,12,46,4,pre-paid,active,45,312.85,yes
672,5,no,40,1,6413,75,109,36,2,pre-paid,active,25,782.46,yes
673,20,no,36,0,650,47,17,16,3,pre-paid,not-active,30,95.88,no
674,18,no,39,8,10130,93,2,41,5,pre-paid,active,55,156.345,yes
675,10,no,39,1,5513,98,27,23,2,pre-paid,active,25,373.995,no
676,0,no,37,0,2535,22,1,13,3,pre-paid,active,30,106.28,yes
677,6,yes,38,0,2685,41,10,15,3,pre-paid,not-active,30,149.04,no
678,6,no,39,0,1963,44,35,30,3,pre-paid,not-active,30,220.28,no
679,0,no,39,0,0,0,1,0,3,pre-paid,not-active,30,4,no
680,0,no,39,0,1363,25,1,5,4,pre-paid,active,45,37.2,yes
681,0,no,36,1,6480,97,15,21,5,pre-paid,active,55,121.155,yes
682,0,no,39,0,323,7,10,3,4,pre-paid,not-active,45,33.25,no
683,0,no,39,1,33,4,5,1,5,pre-paid,active,55,8.055,yes
684,22,no,34,3,15770,238,1,79,2,pre-paid,active,25,724.86,yes
685,3,no,37,3,6660,116,272,32,2,post-paid,active,25,1528.92,yes
686,0,no,39,0,3413,82,3,27,3,pre-paid,active,30,151.8,yes
687,0,no,38,0,1360,44,39,19,3,pre-paid,not-active,30,212.16,yes
688,3,no,39,0,2475,53,176,22,2,pre-paid,active,25,905.76,yes
689,1,no,30,1,1010,36,194,10,2,post-paid,active,25,920.07,yes
690,1,no,29,0,1263,39,31,67,4,pre-paid,active,45,110.05,yes
691,8,no,30,0,395,25,11,6,3,pre-paid,not-active,30,60.8,yes
692,0,no,29,0,520,10,22,2,4,pre-paid,not-active,45,68.25,yes
693,7,no,28,0,920,32,20,12,2,pre-paid,active,25,132.84,yes
694,0,no,28,0,2920,61,9,22,3,pre-paid,active,30,155.24,yes
695,0,no,21,0,1390,26,29,13,2,pre-paid,active,25,194.22,yes
696,13,no,20,1,6087,141,86,41,2,post-paid,active,25,667.26,yes
697,9,no,18,0,8627,171,74,39,5,pre-paid,active,55,242.97,yes
698,5,no,19,3,2547,45,32,18,3,pre-paid,active,30,231.68,yes
699,0,no,12,1,4085,40,216,9,3,pre-paid,active,30,1029,yes
700,0,no,12,1,1182,19,1,6,3,pre-paid,active,30,52.04,no
701,9,no,37,0,4775,76,23,15,2,pre-paid,active,25,321.795,yes
702,1,no,38,0,723,10,8,2,2,pre-paid,not-active,25,68.985,yes
703,11,no,36,0,2858,65,360,22,2,pre-paid,active,25,1751.535,yes
704,11,no,37,0,4603,71,2,33,1,pre-paid,active,15,268.07,yes
705,4,no,37,0,2798,63,3,31,1,pre-paid,active,15,173.855,yes
706,12,no,37,1,4180,87,33,26,3,pre-paid,active,30,302.68,yes
707,5,no,37,0,2765,44,286,16,3,pre-paid,active,30,1256.36,yes
708,14,no,36,2,9520,126,145,41,3,pre-paid,active,30,965.84,yes
709,8,no,37,0,14178,174,1,42,3,pre-paid,active,30,578.08,yes
710,8,no,37,1,4920,88,3,23,3,pre-paid,active,30,212.32,yes
711,7,no,37,0,6323,100,8,10,2,pre-paid,active,25,325.035,yes
712,10,no,37,0,2643,59,9,15,3,pre-paid,not-active,30,144.08,yes
713,26,yes,37,3,15545,230,55,30,3,pre-paid,active,30,851,yes
714,5,no,37,1,3500,32,484,6,3,pre-paid,active,30,2077.28,yes
715,10,no,36,0,15890,187,151,28,2,pre-paid,active,25,1402.965,yes
716,4,no,36,1,6905,91,187,24,3,pre-paid,active,30,1027.84,yes
717,1,no,36,0,1280,19,1,9,2,pre-paid,not-active,25,62.955,yes
718,3,no,37,0,1115,19,14,6,2,pre-paid,not-active,25,114.03,yes
719,0,no,36,0,0,0,1,0,2,pre-paid,not-active,25,4.5,no
720,4,no,36,0,7913,132,385,41,2,pre-paid,active,25,2094.525,yes
721,8,no,36,1,11870,159,12,45,3,pre-paid,active,30,529.16,yes
722,9,no,36,1,7123,80,109,35,2,pre-paid,active,25,814.635,yes
723,24,no,32,0,1360,52,17,15,2,pre-paid,not-active,25,140.04,no
724,22,no,35,8,10840,98,2,40,4,pre-paid,active,45,278.45,yes
725,14,no,35,1,6223,103,27,22,2,pre-paid,active,25,406.17,yes
726,2,no,33,0,3245,27,1,12,3,pre-paid,active,30,134.88,yes
